Species,scientific_name,name,family
HCN,Chilochromis duponti,,Cichlidae
HHO,Chilotilapia rhoadesii,,Cichlidae
HRB,Chromidotilapia batesii,,Cichlidae
LRM,Cleithracara maronii,Keyhole cichlid,Cichlidae
OPZ,Copadichromis azureus,,Cichlidae
OVZ,Copadichromis virginalis,Lake Malawi utaka,Cichlidae
OSR,Corematodus shiranus,,Cichlidae
TXI,Ctenopharynx intermedius,Blackspot climbing perch,Cichlidae
UGL,Cunningtonia longiventralis,,Cichlidae
YAF,Cyathopharynx furcifer,Featherfin cichlid,Cichlidae
YCW,Cyclopharynx fwae,,Cichlidae
YPE,Cyprichromis leptosoma,,Cichlidae
YTO,Cyrtocara moorii,,Cichlidae
DKF,Danakilia franchettii,,Cichlidae
DRM,Dicrossus maculatus,,Cichlidae
DMC,Dimidiochromis compressiceps,Malawi eyebiter,Cichlidae
DXG,Diplotaxodon greenwoodi,,Cichlidae
TLM,Oreochromis mossambicus,Mozambique tilapia,Cichlidae
TLN,Oreochromis niloticus,Nile tilapia,Cichlidae
OEA,Oreochromis aureus,Blue tilapia,Cichlidae
TLL,Oreochromis spilurus,Sabaki tilapia,Cichlidae
ORM,Oreochromis macrochir,Longfin tilapia,Cichlidae
ORU,Oreochromis urolepis,Wami tilapia,Cichlidae
STA,Oreochromis andersonii,Three spotted tilapia,Cichlidae
OEL,Oreochromis alcalicus,Magadi tilapia,Cichlidae
OEM,Oreochromis amphimelas,,Cichlidae
OEG,Oreochromis angolensis,,Cichlidae
OEU,Oreochromis chungruruensis,,Cichlidae
OES,Oreochromis esculentus,,Cichlidae
OEH,Oreochromis hunteri,,Cichlidae
OEJ,Oreochromis jipe,,Cichlidae
OER,Oreochromis karomo,Karomo,Cichlidae
OEO,Oreochromis karongae,,Cichlidae
OEW,Oreochromis korogwe,,Cichlidae
OEP,Oreochromis lepidurus,,Cichlidae
OET,Oreochromis leucostictus,,Cichlidae
OEI,Oreochromis lidole,,Cichlidae
OCI,Oreochromis malagarasi,,Cichlidae
OHO,Oreochromis mortimeri,Kariba tilapia,Cichlidae
OHI,Oreochromis pangani,,Cichlidae
OHU,Oreochromis placidus,Black tilapia,Cichlidae
OHW,Oreochromis rukwaensis,,Cichlidae
OHK,Oreochromis saka,,Cichlidae
OIS,Oreochromis salinicola,,Cichlidae
OIW,Oreochromis schwebischi,,Cichlidae
OIH,Oreochromis shiranus,Tilapia shiranus,Cichlidae
OIQ,Oreochromis squamipinnis,,Cichlidae
OIT,Oreochromis tanganicae,,Cichlidae
OIP,Oreochromis upembae,,Cichlidae
OEV,Oreochromis variabilis,,Cichlidae
TLP,Oreochromis (=Tilapia) spp,Tilapias nei,Cichlidae
OXW,Oreochromis aureus x O. niloticus,"Blue-Nile tilapia, hybrid",Cichlidae
AXV,Oreochromis andersonii x O. niloticus,,Cichlidae
SAR,Sarotherodon galilaeus,Mango tilapia,Cichlidae
SAH,Sarotherodon melanotheron,Blackchin tilapia,Cichlidae
IHE,Cichlasoma beani,Green guapote,Cichlidae
IHI,Cichlasoma bimaculatum,Black acara,Cichlidae
IHF,Cichlasoma facetum,Chameleon cichlid,Cichlidae
IHS,Cichlasoma istlanum,,Cichlidae
IHY,Cichlasoma cyanoguttatum,Rio Grande cichlid,Cichlidae
CHL,Cichlasoma managuense,Jaguar guapote,Cichlidae
CHK,Cichlasoma maculicauda,Blackbelt cichlid,Cichlidae
CHH,Cichlasoma urophthalmus,Mexican mojarra,Cichlidae
IHN,Cichlasoma nigrofasciatum,Convict cichlid,Cichlidae
IHC,Cichlasoma octofasciatum,Jack Dempsey,Cichlidae
IZL,Cichlasoma festae,Guayas cichlid,Cichlidae
CHX,Cichlasoma spp,Cichlasoma nei,Cichlidae
CLO,Cichla ocellaris,Peacock cichlid,Cichlidae
IHT,Cichla temensis,Speckled pavon,Cichlidae
IGX,Cichla spp,,Cichlidae
DMJ,Docimodus johnstoni,,Cichlidae
TLZ,Tilapia zillii,Redbelly tilapia,Cichlidae
TLS,Tilapia sparrmanii,Banded tilapia,Cichlidae
TLR,Tilapia rendalli,Redbreast tilapia,Cichlidae
TLG,Tilapia guineensis,Guinean tilapia,Cichlidae
TPB,Tilapia bakossiorum,,Cichlidae
TPO,Tilapia baloni,,Cichlidae
TPI,Tilapia bemini,,Cichlidae
TIB,Tilapia bilineata,,Cichlidae
TIV,Tilapia brevimanus,,Cichlidae
TIM,Tilapia busumana,,Cichlidae
TII,Tilapia buttikoferi,,Cichlidae
TPY,Tilapia bythobates,,Cichlidae
TIR,Tilapia cabrae,,Cichlidae
TAM,Tilapia cameronensis,,Cichlidae
TJC,Tilapia camerunensis,,Cichlidae
TJE,Tilapia cessiana,,Cichlidae
TJF,Tilapia coffea,,Cichlidae
TJG,Tilapia congica,,Cichlidae
TJD,Tilapia dageti,,Cichlidae
TJK,Tilapia deckerti,,Cichlidae
TJI,Tilapia discolor,,Cichlidae
TJV,Tilapia flava,,Cichlidae
TJU,Tilapia guinasana,Otjikoto tilapia,Cichlidae
TJT,Tilapia gutturosa,,Cichlidae
TJM,Tilapia imbriferna,,Cichlidae
TJJ,Tilapia joka,,Cichlidae
TJA,Tilapia kottae,,Cichlidae
TJL,Tilapia louka,,Cichlidae
TJR,Tilapia margaritacea,,Cichlidae
TJP,Tilapia mariae,Spotted tilapia,Cichlidae
TJN,Tilapia nyongana,,Cichlidae
TJH,Tilapia rheophila,,Cichlidae
TJW,Tilapia ruweti,Okavango tilapia,Cichlidae
TJY,Tilapia snyderae,,Cichlidae
TJS,Tilapia spongotroktis,,Cichlidae
TIJ,Tilapia tholloni,,Cichlidae
TLH,Tilapia thysi,,Cichlidae
TLW,Tilapia walteri,,Cichlidae
EMF,Eclectochromis festivus,,Cichlidae
EDD,Ectodus descampsii,,Cichlidae
EOB,Enantiopus albini,,Cichlidae
ETY,Eretmodus cyanostictus,,Cichlidae
EXA,Exochochromis anagenys,Threespot torpedo,Cichlidae
FSR,Fossorochromis rostratus,,Cichlidae
GFL,Gephyrochromis lawsi,,Cichlidae
GNX,Gnathochromis permaxillaris,,Cichlidae
GOW,Gobiocichla ethelwynnae,,Cichlidae
GRJ,Grammatotria lemairii,,Cichlidae
GWB,Greenwoodochromis bellcrossi,,Cichlidae
GUE,Guianacara oelemariensis,,Cichlidae
GMZ,Gymnogeophagus balzanii,Argentine humphead,Cichlidae
HXI,Haplotaxodon microlepis,,Cichlidae
HBS,Hemibates stenosoma,,Cichlidae
HJU,Hemitaeniochromis urotaenia,,Cichlidae
HEX,Hemitilapia oxyrhyncha,Giant Haplochromis,Cichlidae
HRP,Heros appendiculatus,,Cichlidae
HRT,Herotilapia multispinosa,Rainbow cichlid,Cichlidae
HRI,Heterochromis multidens,,Cichlidae
HOJ,Hoplarchus psittacus,,Cichlidae
HTD,Hoplotilapia retrodens,,Cichlidae
HSN,Hypselecara coryphaenoides,,Cichlidae
HSG,Hypsophrys nicaraguensis,Moga,Cichlidae
IDP,Iodotropheus sprengerae,Lavender mbuna,Cichlidae
IRH,Iranocichla hormuzensis,,Cichlidae
KOD,Konia dikume,Dikume,Cichlidae
KOG,Krobia guianensis,,Cichlidae
LTV,Laetacara flavilabris,,Cichlidae
LIE,Lepidiolamprologus attenuatus,,Cichlidae
LTX,Lestradea perspicax,,Cichlidae
LNU,Lethrinops albus,,Cichlidae
LNC,Lichnochromis acuticeps,Malawi gar,Cichlidae
LIV,Limbochromis cavalliensis,,Cichlidae
LNE,Limnochromis abeelei,,Cichlidae
MLI,Macropleurodus bicolor,,Cichlidae
MVF,Maravichromis formosus,,Cichlidae
MOV,Mesonauta festivus,Flag cichlid,Cichlidae
MIZ,Microchromis zebroides,,Cichlidae
MHR,Microdontochromis rotundiventralis,,Cichlidae
MFR,Microgeophagus ramirezi,Ram cichlid,Cichlidae
MKY,Myaka myaka,Myaka,Cichlidae
NVC,Naevochromis chrysogaster,,Cichlidae
NCS,Nanochromis consortus,,Cichlidae
NRN,Neetroplus nematopus,,Cichlidae
NRU,Neolamprologus boulengeri,,Cichlidae
NMV,Nimbochromis fuscotaeniatus,Fuscotaeniatus,Cichlidae
NYB,Nyassachromis breviceps,,Cichlidae
OFB,Ophthalmotilapia boops,,Cichlidae
OFG,Otopharynx argyrosoma,,Cichlidae
OXO,Oxylapia polli,,Cichlidae
RCB,Paracyprichromis brieni,,Cichlidae
RIV,Paralabidochromis victoriae,,Cichlidae
RNC,Parananochromis caudifasciatus,,Cichlidae
RTN,Paratilapia polleni,,Cichlidae
RRD,Paretroplus damii,,Cichlidae
ELK,Pelmatochromis buettikoferi,,Cichlidae
EVH,Pelvicachromis humilis,,Cichlidae
RLJ,Crenicichla johanna,,Cichlidae
RLX,Crenicichla saxatilis,Ringtail pike cichlid,Cichlidae
RLT,Crenicichla alta,,Cichlidae
RLD,Crenicichla lepidota,Pike cichlid,Cichlidae
ERI,Perissodus eccentricus,,Cichlidae
ETD,Petenia splendida,,Cichlidae
YFF,Cyphotilapia frontosa,Humphead cichlid,Cichlidae
HNL,Pharyngochromis darlingi,,Cichlidae
LSR,Placidochromis electra,Deep-water hap,Cichlidae
LNN,Platygnathochromis melanonotus,Haplochromis yellow black line,Cichlidae
TDN,Platytaeniodus degeni,,Cichlidae
PCV,Plecodus elaviae,,Cichlidae
RTS,Protomelas annectens,,Cichlidae
UCN,Pseudocrenilabrus nicholsi,,Cichlidae
USV,Pseudosimochromis curvifrons,,Cichlidae
GFA,Geophagus brasiliensis,Pearl cichlid,Cichlidae
GFW,Geophagus proximus,,Cichlidae
GXX,Geophagus spp,,Cichlidae
LNR,Limnotilapia dardennii,,Cichlidae
XEH,Xenochromis hecqui,,Cichlidae
ECY,Petrochromis polyodon,,Cichlidae
XTB,Xenotilapia bathyphila,,Cichlidae
HJB,Hemichromis bimaculatus,Jewelfish,Cichlidae
HJF,Hemichromis fasciatus,Banded jewelfish,Cichlidae
ERC,Etroplus maculatus,Orange chromide,Cichlidae
ETS,Etroplus suratensis,Pearlspot,Cichlidae
TOC,Astronotus ocellatus,Oscar,Cichlidae
AST,Astronotus spp,Velvety cichlids,Cichlidae
UNM,Pungu maclareni,,Cichlidae
BHX,Bathybates ferox,,Cichlidae
IBZ,Bathybates minor,,Cichlidae
HCK,Haplochromis acidens,,Cichlidae
HID,Haplochromis desfontainii,,Cichlidae
HIR,Haplochromis burtoni,,Cichlidae
HRY,Haplochromis nyererei,,Cichlidae
CIM,Haplochromis spp,Mouthbrooding cichlids,Cichlidae
LLC,Lamprologus callipterus,,Cichlidae
LHJ,Lobochilotes labiatus,,Cichlidae
RRC,Reganochromis calliurus,,Cichlidae
REF,Retroculus lapidifera,,Cichlidae
TCH,Ptychochromis oligacanthus,,Cichlidae
AER,Aequidens rivulatus,Green terror,Cichlidae
AQP,Aequidens portalegrensis,,Cichlidae
AQU,Aequidens pulchrus,Blue acara,Cichlidae
UDE,Pseudotropheus ater,,Cichlidae
UDR,Pseudotropheus aurora,,Cichlidae
UDL,Pseudotropheus callainos,,Cichlidae
UDO,Pseudotropheus elongatus,Elongate mbuna,Cichlidae
UFF,Pseudotropheus tropheops,,Cichlidae
UFZ,Pseudotropheus zebra,Zebra mbuna,Cichlidae
TCJ,Pterochromis congicus,,Cichlidae
EIG,Petrotilapia genalutea,,Cichlidae
MJT,Melanochromis auratus,Golden mbuna,Cichlidae
MJH,Melanochromis johannii,Bluegray mbuna,Cichlidae
LHE,Labidochromis caeruleus,Blue streak hap,Cichlidae
LFE,Labeotropheus fuelleborni,Blue mbuna,Cichlidae
GCN,Genyochromis mento,,Cichlidae
YAO,Cyathochromis obliquidens,,Cichlidae
YMQ,Symphysodon aequifasciata,Blue discus,Cichlidae
TFU,Pterophyllum altum,,Cichlidae
AIK,Acarichthys heckelii,Threadfin acara,Cichlidae
AAV,Acaronia vultuosa,,Cichlidae
RCJ,Astatoreochromis alluaudi,,Cichlidae
TMI,Tylochromis aristoma,,Cichlidae
TME,Tyrannochromis macrostoma,,Cichlidae
TPP,Satanoperca acuticeps,Sharphead eartheater,Cichlidae
SZD,Schubotzia eduardiana,,Cichlidae
SWN,Schwetzochromis neodon,,Cichlidae
SJI,Sciaenochromis ahli,Electric blue hap,Cichlidae
HTV,Chetia flaviventris,Canary kurper,Cichlidae
JUD,Julidochromis dickfeldi,,Cichlidae
TMV,Tramitichromis brevis,,Cichlidae
TMC,Trematocara caparti,,Cichlidae
TMS,Trematochromis schreyeni,,Cichlidae
TML,Trematocranus labifer,,Cichlidae
TCM,Triglachromis otostigma,,Cichlidae
TMR,Tristramella sacra,,Cichlidae
TFN,Tropheus annectens,,Cichlidae
UAA,Uaru amphiacanthoides,Uaru,Cichlidae
RKA,Serranochromis angusticeps,Thinface cichlid,Cichlidae
YBB,Serranochromis robustus,Yellow-belly bream,Cichlidae
RRI,Crenicara filamentosa,Chessboard cichlid,Cichlidae
ICT,Simochromis babaulti,,Cichlidae
TDY,Spathodus erythrodon,,Cichlidae
TSS,Steatocranus casuarius,Lionhead cichlid,Cichlidae
TGO,Stigmatochromis modestus,,Cichlidae
TMM,Stomatepia mariae,Nsess,Cichlidae
TCD,Taeniacara candidi,,Cichlidae
TAH,Taeniochromis holotaenia,,Cichlidae
TIY,Taeniolethrinops cyrtonotus,,Cichlidae
TAZ,Tahuantinsuyoa macantzatza,,Cichlidae
TAD,Tangachromis dhanisi,,Cichlidae
TAJ,Tanganicodus irsacae,Spotfin goby cichlid,Cichlidae
TLC,Teleogramma brichardi,,Cichlidae
TLF,Telmatochromis bifrenatus,,Cichlidae
TLT,Telotrematocara macrostoma,,Cichlidae
YCN,Thysochromis annectens,,Cichlidae
NCN,Nannacara anomala,Goldeneye cichlid,Cichlidae
ARZ,Apistogramma agassizii,,Cichlidae
GAF,Apistogramma trifasciata,,Cichlidae
RFB,Rhamphochromis brevis,,Cichlidae
CIX,Cichlidae,Cichlids nei,Cichlidae
ACV,Acanthocepola abbreviata,Bandfish,Cepolidae
OWG,Owstonia grammodon,,Cepolidae
DOA,Pseudocepola taeniosoma,,Cepolidae
CBC,Cepola macrophthalma,Red bandfish,Cepolidae
DBI,Cepola pauciradiata,,Cepolidae
BFE,Brachyistius frenatus,Kelp perch,Embiotocidae
HUA,Hypsurus caryi,Rainbow seaperch,Embiotocidae
MJU,Micrometrus aurora,Reef perch,Embiotocidae
FRU,Phanerodon furcatus,White seaperch,Embiotocidae
ZAR,Zalembius rosaceus,Pink seaperch,Embiotocidae
EBJ,Embiotoca jacksoni,Black perch,Embiotocidae
HSK,Hysterocarpus traski,Russian river tule perch,Embiotocidae
YGG,Cymatogaster aggregata,Shiner perch,Embiotocidae
DMV,Ditrema viridis,,Embiotocidae
MFA,Amphistichus argenteus,Barred surfperch,Embiotocidae
HRE,Hyperprosopon anale,Spotfin surfperch,Embiotocidae
RCX,Rhacochilus toxotes,Rubberlip seaperch,Embiotocidae
NDA,Neoditrema ransonneti,,Embiotocidae
AIL,Acanthochromis polyacanthus,Spiny chromis,Pomacentridae
ADH,Amblyglyphidodon aureus,Golden damselfish,Pomacentridae
AYJ,Amblypomacentrus breviceps,Black-banded demoiselle,Pomacentridae
AZE,Azurina eupalama,Galapagos damsel,Pomacentridae
LNT,Cheiloprion labiatus,Big-lip damsel,Pomacentridae
HRK,Chrysiptera biocellata,Twinspot damselfish,Pomacentridae
HSJ,Chrysiptera caeruleolineata,Blueline demoiselle,Pomacentridae
YSR,Chrysiptera rapanui,Easter damselfish,Pomacentridae
YYK,Chrysiptera sheila,Sheila's damselfish,Pomacentridae
YYM,Chrysiptera unimaculata,Onespot demoiselle,Pomacentridae
DIK,Dischistodus chrysopoecilus,White-spot damsel,Pomacentridae
HGP,Hemiglyphidodon plagiometopon,Lagoon damselfish,Pomacentridae
MHM,Mecaenichthys immaculatus,Immaculate damsel,Pomacentridae
MDB,Microspathodon bairdii,Bumphead damselfish,Pomacentridae
QBI,Microspathodon frontatus,Guinean damselfish,Pomacentridae
NDB,Neoglyphidodon bonang,Ocellated damsel,Pomacentridae
NPZ,Neopomacentrus azysron,Yellowtail demoiselle,Pomacentridae
NFV,Neopomacentrus cyanomos,Regal demoiselle,Pomacentridae
NFQ,Neopomacentrus sindensis,Arabian demoiselle,Pomacentridae
NXF,Nexilosus latifrons,Coquito sergeant,Pomacentridae
PKD,Parma kermadecensis,Kermadec scalyfin,Pomacentridae
LGK,Plectroglyphidodon dickii,Blackbar devil,Pomacentridae
OHJ,Pomachromis fuscidorsalis,Tahitian reef-damsel,Pomacentridae
EMB,Premnas biaculeatus,Spinecheek anemonefish,Pomacentridae
PJD,Pristotis jerdoni,Gulf damselfish,Pomacentridae
CMK,Chromis chromis,Damselfish,Pomacentridae
HUR,Chromis crusma,Valparaiso chromis,Pomacentridae
HRC,Chromis intercrusma,Peruvian chromis,Pomacentridae
HRJ,Chromis punctipinnis,Blacksmith,Pomacentridae
HSS,Chromis analis,Yellow chromis,Pomacentridae
HZL,Chromis limbata,Azores chromis,Pomacentridae
IBO,Chromis cadenati,Cadenat's chromis,Pomacentridae
IBV,Chromis margaritifer,Bicolor chromis,Pomacentridae
IIB,Chromis flavaxilla,Arabian chromis,Pomacentridae
IID,Chromis weberi,Weber's chromis,Pomacentridae
IIE,Chromis xanthopterygia,Yellowfin chromis,Pomacentridae
IZJ,Chromis dimidiata,Chocolatedip chromis,Pomacentridae
IZI,Chromis viridis,Blue green damselfish,Pomacentridae
SJM,Similiparma hermani,Cape damsel,Pomacentridae
TEK,Stegastes apicalis,Australian gregory,Pomacentridae
TGD,Stegastes dorsopunicans,Dusky damselfish,Pomacentridae
TAF,Stegastes fasciolatus,Pacific gregory,Pomacentridae
TGE,Stegastes leucostictus,Beaugregory,Pomacentridae
UAF,Stegastes imbricatus,Cape Verde gregory,Pomacentridae
TXO,Teixeirichthys jordani,Jordan's damsel,Pomacentridae
ABU,Abudefduf saxatilis,Sergeant-major,Pomacentridae
AUU,Abudefduf luridus,Canary damsel,Pomacentridae
DJJ,Abudefduf taurus,Night sergeant,Pomacentridae
DDA,Abudefduf sordidus,Blackspot sergeant,Pomacentridae
DDD,Abudefduf vaigiensis,Indo-Pacific sergeant,Pomacentridae
DMA,Abudefduf sexfasciatus,Scissortail sergeant,Pomacentridae
HOD,Hypsypops rubicundus,Garibaldi damselfish,Pomacentridae
DAA,Dascyllus albisella,Hawaiian dascyllus,Pomacentridae
DAU,Dascyllus aruanus,Whitetail dascyllus,Pomacentridae
DBV,Dascyllus reticulatus,Reticulate dascyllus,Pomacentridae
DCJ,Dascyllus trimaculatus,Threespot dascyllus,Pomacentridae
PCZ,Pomacentrus agassizi,Creole damsel,Pomacentridae
OMK,Pomacentrus bankanensis,Speckled damselfish,Pomacentridae
OVH,Pomacentrus moluccensis,Lemon damsel,Pomacentridae
QFJ,Pomacentrus aquilus,Dark damsel,Pomacentridae
QFK,Pomacentrus leptus,Slender damsel,Pomacentridae
QFL,Pomacentrus trichrourus,Paletail damsel,Pomacentridae
QFN,Pomacentrus trilineatus,Threeline damsel,Pomacentridae
QFO,Pomacentrus tripunctatus,Threespot damsel,Pomacentridae
AFP,Amphiprion akallopisos,Skunk clownfish,Pomacentridae
AFY,Amphiprion akindynos,Barrier reef anemonefish,Pomacentridae
FAP,Amphiprion clarkii,Yellowtail clownfish,Pomacentridae
IED,Amphiprion sebae,Sebae anemonefish,Pomacentridae
JIO,Amphiprion allardi,Twobar anemonefish,Pomacentridae
LZA,Lepidozygus tapeinosoma,Fusilier damselfish,Pomacentridae
DSF,Pomacentridae,Damselfishes,Pomacentridae
AKL,Acantholabrus palloni,Scale-rayed wrasse,Labridae
AKG,Achoerodus gouldii,Western blue groper,Labridae
NCT,Anchichoerops natalensis,Natal wrasse,Labridae
USA,Austrolabrus maculatus,,Labridae
USB,Labrus bergylta,Ballan wrasse,Labridae
USI,Labrus mixtus,Cuckoo wrasse,Labridae
WRM,Labrus merula,Brown wrasse,Labridae
WRV,Labrus viridis,Green wrasse,Labridae
WRX,Labrus spp,Labrus wrasses nei,Labridae
ILN,Cheilio inermis,Cigar wrasse,Labridae
CJE,Cirrhilabrus balteatus,Girdled wrasse,Labridae
CXQ,Cirrhilabrus exquisitus,Exquisite wrasse,Labridae
USP,Clepticus parrae,Creole wrasse,Labridae
NLP,Conniella apterygia,Mutant wrasse,Labridae
YML,Cymolutes lecluse,Sharp-headed wrasse,Labridae
DCN,Decodon grandisquamis,Largescale wrasse,Labridae
DRX,Diproctacanthus xanthurus,Yellowtail tubelip,Labridae
DRE,Doratonotus megalepis,Dwarf wrasse,Labridae
DTL,Dotalabrus alleni,,Labridae
EBI,Epibulus insidiator,Sling-jaw wrasse,Labridae
EYN,Eupetrichthys angustipes,,Labridae
FRE,Frontilabrus caeruleus,,Labridae
HGN,Hologymnosus annulatus,Ring wrasse,Labridae
BJU,Labrichthys unilineatus,Tubelip wrasse,Labridae
RSI,Labropsis alleni,Allen's tubelip,Labridae
LFA,Lappanella fasciata,,Labridae
LRQ,Larabicus quadrilineatus,,Labridae
JUH,Leptojulis chrysotaenia,,Labridae
JUP,Leptojulis cyanopleura,Shoulder-spot wrasse,Labridae
MFB,Macropharyngodon bipartitus,Rare wrasse,Labridae
MBS,Minilabrus striatus,Minute wrasse,Labridae
NBC,Notolabrus celidotus,Spotty,Labridae
NVM,Novaculichthys macrolepidotus,Seagrass wrasse,Labridae
OXE,Oxycheilinus arenatus,Speckled maori wrasse,Labridae
OVJ,Oxycheilinus digramma,Cheeklined wrasse,Labridae
RKG,Paracheilinus angulatus,Angular flasher,Labridae
QYQ,Paracheilinus mccoskeri,McCosker's flasher,Labridae
ICV,Pictilabrus laticlavius,,Labridae
YPR,Polylepion cruentum,Bleeding wrasse,Labridae
DCI,Pseudocheilinops ataenia,Pelvic-spot wrasse,Labridae
DCV,Pseudocheilinus evanidus,Striated wrasse,Labridae
DCF,Pseudocoris aurantiofasciatus,Rust-banded wrasse,Labridae
DXM,Pseudodax moluccanus,Chiseltooth wrasse,Labridae
DJV,Pseudojuloides atavai,Polynesian wrasse,Labridae
TGB,Pteragogus amboinensis,,Labridae
UHI,Pteragogus flagellifer,Cocktail wrasse,Labridae
SJV,Stethojulis albovittata,Bluelined wrasse,Labridae
QDF,Stethojulis interrupta,Cutribbon wrasse,Labridae
SZQ,Suezichthys arquatus,Rainbow slender wrasse,Labridae
QDG,Suezichthys caudavittatus,Spottail wrasse,Labridae
QDJ,Suezichthys gracilis,Slender wrasse,Labridae
WEA,Wetmorella albofasciata,Whitebanded sharpnose wrasse,Labridae
XJM,Xenojulis margaritaceus,Finspot wrasse,Labridae
XFT,Xiphocheilus typus,Blue-banded wrasse,Labridae
ENX,Centrolabrus exoletus,Rock cook,Labridae
JCN,Centrolabrus trutta,Emerald wrasse,Labridae
COU,Coris julis,Rainbow wrasse,Labridae
RII,Coris gaimard,African coris,Labridae
JCZ,Coris aygula,Clown coris,Labridae
JDA,Coris formosa,Queen coris,Labridae
TBR,Ctenolabrus rupestris,Goldsinny-wrasse,Labridae
XYN,Xyrichtys novacula,Pearly razorfish,Labridae
NAF,Anampses geographicus,Geographic wrasse,Labridae
NBD,Anampses meleagrides,Spotted wrasse,Labridae
JIP,Anampses caeruleopunctatus,Bluespotted wrasse,Labridae
BDR,Bodianus rufus,Spanish hogfish,Labridae
BDI,Bodianus diplotaenia,Mexican hogfish,Labridae
BDE,Bodianus eclancheri,Harlequin wrasse,Labridae
BDT,Bodianus perditio,Golden-spot hogfish,Labridae
BDQ,Bodianus axillaris,Axilspot hogfish,Labridae
BZD,Bodianus speciosus,Blackbar hogfish,Labridae
BZV,Bodianus vulpinus,Western Australia pigfish,Labridae
FBC,Bodianus diana,Diana's hogfish,Labridae
IQU,Bodianus bilunulatus,Tarry hogfish,Labridae
IVD,Bodianus scrofa,Barred hogfish,Labridae
BDY,Bodianus spp,,Labridae
HIF,Cheilinus fasciatus,Redbreasted wrasse,Labridae
HUU,Cheilinus trilobatus,Tripletail wrasse,Labridae
HVM,Cheilinus undulatus,Humphead wrasse,Labridae
HWT,Cheilinus lunulatus,Broomtail wrasse,Labridae
JBK,Cheilinus chlorourus,Floral wrasse,Labridae
ODJ,Choerodon schoenleinii,Blackspot tuskfish,Labridae
OEZ,Choerodon azurio,,Labridae
OFD,Choerodon robustus,Robust tuskfish,Labridae
OFW,Choerodon spp,Tuskfishes nei,Labridae
LCX,Lachnolaimus maximus,Hogfish,Labridae
OJC,Oxyjulis californica,SeÒorita,Labridae
TAU,Tautoga onitis,Tautog,Labridae
TMP,Thalassoma pavo,Ornate wrasse,Labridae
TMF,Thalassoma bifasciatum,Bluehead,Labridae
TMD,Thalassoma duperrey,Saddle wrasse,Labridae
TWO,Thalassoma lunare,Moon wrasse,Labridae
QKB,Thalassoma purpureum,Surge wrasse,Labridae
QPL,Thalassoma hebraicum,Goldbar wrasse,Labridae
TWX,Thalassoma spp,,Labridae
CVF,Tautogolabrus brandaonis,,Labridae
CUN,Tautogolabrus adspersus,Cunner,Labridae
DBB,Pseudolabrus biserialis,,Labridae
MFE,Semicossyphus reticulatus,,Labridae
YFH,Semicossyphus pulcher,California sheephead,Labridae
GFV,Gomphosus varius,Bird wrasse,Labridae
GFR,Gomphosus caeruleus,Green birdmouth wrasse,Labridae
HJA,Halichoeres adustus,Black wrasse,Labridae
HJX,Halichoeres leucoxanthus,Canarytop wrasse,Labridae
GZZ,Halichoeres leptotaenia,,Labridae
GZY,Halichoeres marginatus,Dusky wrasse,Labridae
GZW,Halichoeres nigrescens,Bubblefin wrasse,Labridae
GZU,Halichoeres stigmaticus,U-spot wrasse,Labridae
JKI,Halichoeres poeyi,Blackear wrasse,Labridae
JKJ,Halichoeres iridis,,Labridae
JLR,Halichoeres scapularis,Zigzag wrasse,Labridae
JLD,Halichoeres hortulanus,Checkerboard wrasse,Labridae
YFC,Symphodus cinereus,Grey wrasse,Labridae
YFM,Symphodus melops,Corkwing wrasse,Labridae
YFO,Symphodus ocellatus,,Labridae
YFX,Symphodus spp,Symphodus wrasses nei,Labridae
LID,Labroides dimidiatus,Bluestreak cleaner wrasse,Labridae
HGF,Hemigymnus fasciatus,Barred thicklip,Labridae
IBW,Hemigymnus melapterus,Blackeye thicklip,Labridae
