Country,Species,Year,TLW
FO,SWO,2013,0.0
FO,SWO,2014,0.0
FO,TOP,2006,0.0
FO,TOP,2007,0.0
FO,TOP,2008,0.0
FO,TOP,2009,0.0
FO,TOP,2010,0.0
FO,TOP,2011,0.0
FO,TOP,2012,0.0
FO,TOP,2013,0.0
FO,TOP,2014,0.0
FO,TPA,2006,0.0
FO,TPA,2007,0.0
FO,TPA,2008,3192.0
FO,TPA,2009,6562.0
FO,TPA,2010,0.0
FO,TPA,2011,0.0
FO,TPA,2012,0.0
FO,TPA,2013,0.0
FO,TPA,2014,0.0
FO,TUR,2006,5.0
FO,TUR,2007,0.0
FO,TUR,2008,0.0
FO,TUR,2009,6.0
FO,TUR,2010,3.0
FO,TUR,2011,0.0
FO,TUR,2012,0.0
FO,TUR,2013,0.0
FO,TUR,2014,0.0
FO,USK,2006,18541.0
FO,USK,2007,16609.0
FO,USK,2008,19877.0
FO,USK,2009,19273.0
FO,USK,2010,27218.0
FO,USK,2011,23328.0
FO,USK,2012,23952.0
FO,USK,2013,11769.0
FO,USK,2014,12393.0
FO,WHB,2006,1300333.0
FO,WHB,2007,1281519.0
FO,WHB,2008,918611.0
FO,WHB,2009,209676.0
FO,WHB,2010,210365.0
FO,WHB,2011,73407.0
FO,WHB,2012,199087.0
FO,WHB,2013,383216.0
FO,WHB,2014,960801.0
FO,WHE,2006,2457.0
FO,WHE,2007,900.0
FO,WHE,2008,0.0
FO,WHE,2009,0.0
FO,WHE,2010,455.0
FO,WHE,2011,0.0
FO,WHE,2012,0.0
FO,WHE,2013,212.0
FO,WHE,2014,0.0
FO,WHG,2006,9381.0
FO,WHG,2007,9008.0
FO,WHG,2008,5754.0
FO,WHG,2009,5178.0
FO,WHG,2010,4665.0
FO,WHG,2011,4122.0
FO,WHG,2012,4242.0
FO,WHG,2013,2397.0
FO,WHG,2014,1477.0
FO,WIT,2006,125.0
FO,WIT,2007,95.0
FO,WIT,2008,65.0
FO,WIT,2009,27.0
FO,WIT,2010,9.0
FO,WIT,2011,13.0
FO,WIT,2012,5.0
FO,WIT,2013,5.0
FO,WIT,2014,5.0
FO,YFT,2006,0.0
FO,YFT,2007,0.0
FO,YFT,2008,0.0
FO,YFT,2009,0.0
FO,YFT,2010,0.0
FO,YFT,2011,0.0
FO,YFT,2012,0.0
FO,YFT,2013,0.0
FO,YFT,2014,0.0
FR,AGN,2006,0.0
FR,AGN,2007,2.0
FR,AGN,2008,0.0
FR,AGN,2009,6.0
FR,AGN,2010,6.0
FR,AGN,2011,2.0
FR,AGN,2012,5.0
FR,AGN,2013,0.0
FR,AGN,2014,0.0
FR,ALB,2006,17280.0
FR,ALB,2007,8100.0
FR,ALB,2008,1138.0
FR,ALB,2009,5009.0
FR,ALB,2010,4977.0
FR,ALB,2011,14165.0
FR,ALB,2012,16878.0
FR,ALB,2013,22054.0
FR,ALB,2014,26482.0
FR,ALC,2006,0.0
FR,ALC,2007,0.0
FR,ALC,2008,0.0
FR,ALC,2009,0.0
FR,ALC,2010,0.0
FR,ALC,2011,0.0
FR,ALC,2012,0.0
FR,ALC,2013,0.0
FR,ALC,2014,0.0
FR,ALF,2006,134.0
FR,ALF,2007,104.0
FR,ALF,2008,88.0
FR,ALF,2009,66.0
FR,ALF,2010,64.0
FR,ALF,2011,49.0
FR,ALF,2012,27.0
FR,ALF,2013,72.0
FR,ALF,2014,48.0
FR,ALK,2006,0.0
FR,ALK,2007,0.0
FR,ALK,2008,0.0
FR,ALK,2009,0.0
FR,ALK,2010,0.0
FR,ALK,2011,0.0
FR,ALK,2012,0.0
FR,ALK,2013,0.0
FR,ALK,2014,0.0
FR,ALR,2006,0.0
FR,ALR,2007,0.0
FR,ALR,2008,0.0
FR,ALR,2009,3.0
FR,ALR,2010,0.0
FR,ALR,2011,0.0
FR,ALR,2012,0.0
FR,ALR,2013,0.0
FR,ALR,2014,0.0
FR,ALV,2006,69.0
FR,ALV,2007,95.0
FR,ALV,2008,6.0
FR,ALV,2009,104.0
FR,ALV,2010,72.0
FR,ALV,2011,148.0
FR,ALV,2012,98.0
FR,ALV,2013,97.0
FR,ALV,2014,125.0
FR,AMB,2006,0.0
FR,AMB,2007,0.0
FR,AMB,2008,0.0
FR,AMB,2009,17.0
FR,AMB,2010,6.0
FR,AMB,2011,6.0
FR,AMB,2012,0.0
FR,AMB,2013,0.0
FR,AMB,2014,2.0
FR,ANE,2006,2742.0
FR,ANE,2007,444.0
FR,ANE,2008,28.0
FR,ANE,2009,2683.0
FR,ANE,2010,17724.0
FR,ANE,2011,12774.0
FR,ANE,2012,19950.0
FR,ANE,2013,7921.0
FR,ANE,2014,14125.0
FR,ANG,2006,9.0
FR,ANG,2007,0.0
FR,ANG,2008,0.0
FR,ANG,2009,0.0
FR,ANG,2010,0.0
FR,ANG,2011,0.0
FR,ANG,2012,0.0
FR,ANG,2013,0.0
FR,ANG,2014,0.0
FR,ANN,2006,0.0
FR,ANN,2007,0.0
FR,ANN,2008,0.0
FR,ANN,2009,0.0
FR,ANN,2010,0.0
FR,ANN,2011,0.0
FR,ANN,2012,0.0
FR,ANN,2013,0.0
FR,ANN,2014,0.0
FR,ANT,2006,0.0
FR,ANT,2007,0.0
FR,ANT,2008,0.0
FR,ANT,2009,0.0
FR,ANT,2010,0.0
FR,ANT,2011,3.0
FR,ANT,2012,0.0
FR,ANT,2013,0.0
FR,ANT,2014,0.0
FR,API,2006,0.0
FR,API,2007,0.0
FR,API,2008,0.0
FR,API,2009,0.0
FR,API,2010,0.0
FR,API,2011,0.0
FR,API,2012,3.0
FR,API,2013,3.0
FR,API,2014,0.0
FR,APL,2006,0.0
FR,APL,2007,0.0
FR,APL,2008,0.0
FR,APL,2009,0.0
FR,APL,2010,0.0
FR,APL,2011,0.0
FR,APL,2012,0.0
FR,APL,2013,0.0
FR,APL,2014,0.0
FR,APO,2006,0.0
FR,APO,2007,0.0
FR,APO,2008,0.0
FR,APO,2009,0.0
FR,APO,2010,0.0
FR,APO,2011,0.0
FR,APO,2012,0.0
FR,APO,2013,0.0
FR,APO,2014,0.0
FR,APU,2006,0.0
FR,APU,2007,0.0
FR,APU,2008,0.0
FR,APU,2009,0.0
FR,APU,2010,0.0
FR,APU,2011,0.0
FR,APU,2012,373.0
FR,APU,2013,21.0
FR,APU,2014,39.0
FR,ARG,2006,0.0
FR,ARG,2007,0.0
FR,ARG,2008,0.0
FR,ARG,2009,0.0
FR,ARG,2010,0.0
FR,ARG,2011,12.0
FR,ARG,2012,6.0
FR,ARG,2013,0.0
FR,ARG,2014,0.0
FR,ARU,2006,0.0
FR,ARU,2007,0.0
FR,ARU,2008,0.0
FR,ARU,2009,0.0
FR,ARU,2010,0.0
FR,ARU,2011,13.0
FR,ARU,2012,4.0
FR,ARU,2013,6.0
FR,ARU,2014,3.0
FR,ARY,2006,0.0
FR,ARY,2007,0.0
FR,ARY,2008,0.0
FR,ARY,2009,39.0
FR,ARY,2010,30.0
FR,ARY,2011,0.0
FR,ARY,2012,0.0
FR,ARY,2013,0.0
FR,ARY,2014,0.0
FR,ASD,2006,32.0
FR,ASD,2007,24.0
FR,ASD,2008,39.0
FR,ASD,2009,3.0
FR,ASD,2010,3.0
FR,ASD,2011,3.0
FR,ASD,2012,0.0
FR,ASD,2013,30.0
FR,ASD,2014,38.0
FR,ASN,2006,12783.0
FR,ASN,2007,0.0
FR,ASN,2008,0.0
FR,ASN,2009,0.0
FR,ASN,2010,0.0
FR,ASN,2011,0.0
FR,ASN,2012,0.0
FR,ASN,2013,6.0
FR,ASN,2014,12.0
FR,ATG,2006,0.0
FR,ATG,2007,0.0
FR,ATG,2008,0.0
FR,ATG,2009,0.0
FR,ATG,2010,0.0
FR,ATG,2011,0.0
FR,ATG,2012,0.0
FR,ATG,2013,0.0
FR,ATG,2014,0.0
FR,BAH,2006,0.0
FR,BAH,2007,0.0
FR,BAH,2008,0.0
FR,BAH,2009,3.0
FR,BAH,2010,0.0
FR,BAH,2011,0.0
FR,BAH,2012,0.0
FR,BAH,2013,0.0
FR,BAH,2014,0.0
FR,BAR,2006,0.0
FR,BAR,2007,0.0
FR,BAR,2008,0.0
FR,BAR,2009,15.0
FR,BAR,2010,9.0
FR,BAR,2011,22.0
FR,BAR,2012,14.0
FR,BAR,2013,12.0
FR,BAR,2014,1.0
FR,BAS,2006,0.0
FR,BAS,2007,0.0
FR,BAS,2008,0.0
FR,BAS,2009,0.0
FR,BAS,2010,0.0
FR,BAS,2011,6.0
FR,BAS,2012,3.0
FR,BAS,2013,7.0
FR,BAS,2014,0.0
FR,BBS,2006,16.0
FR,BBS,2007,19.0
FR,BBS,2008,19.0
FR,BBS,2009,0.0
FR,BBS,2010,0.0
FR,BBS,2011,0.0
FR,BBS,2012,0.0
FR,BBS,2013,0.0
FR,BBS,2014,0.0
FR,BET,2006,38.0
FR,BET,2007,800.0
FR,BET,2008,0.0
FR,BET,2009,3.0
FR,BET,2010,0.0
FR,BET,2011,1.0
FR,BET,2012,87.0
FR,BET,2013,7.0
FR,BET,2014,0.0
FR,BFT,2006,3704.0
FR,BFT,2007,1933.0
FR,BFT,2008,389.0
FR,BFT,2009,1273.0
FR,BFT,2010,731.0
FR,BFT,2011,475.0
FR,BFT,2012,781.0
FR,BFT,2013,830.0
FR,BFT,2014,809.0
FR,BIB,2006,18188.0
FR,BIB,2007,14714.0
FR,BIB,2008,11694.0
FR,BIB,2009,17679.0
FR,BIB,2010,16999.0
FR,BIB,2011,16310.0
FR,BIB,2012,11874.0
FR,BIB,2013,11335.0
FR,BIB,2014,12614.0
FR,BIL,2006,0.0
FR,BIL,2007,0.0
FR,BIL,2008,0.0
FR,BIL,2009,0.0
FR,BIL,2010,0.0
FR,BIL,2011,0.0
FR,BIL,2012,10.0
FR,BIL,2013,1.0
FR,BIL,2014,0.0
FR,BIS,2006,0.0
FR,BIS,2007,0.0
FR,BIS,2008,0.0
FR,BIS,2009,0.0
FR,BIS,2010,0.0
FR,BIS,2011,0.0
FR,BIS,2012,0.0
FR,BIS,2013,0.0
FR,BIS,2014,0.0
FR,BLE,2006,0.0
FR,BLE,2007,0.0
FR,BLE,2008,0.0
FR,BLE,2009,0.0
FR,BLE,2010,0.0
FR,BLE,2011,1.0
FR,BLE,2012,0.0
FR,BLE,2013,0.0
FR,BLE,2014,0.0
FR,BLF,2006,0.0
FR,BLF,2007,0.0
FR,BLF,2008,0.0
FR,BLF,2009,0.0
FR,BLF,2010,0.0
FR,BLF,2011,0.0
FR,BLF,2012,0.0
FR,BLF,2013,0.0
FR,BLF,2014,0.0
FR,BLI,2006,10619.0
FR,BLI,2007,10719.0
FR,BLI,2008,10504.0
FR,BLI,2009,8855.0
FR,BLI,2010,8393.0
FR,BLI,2011,5384.0
FR,BLI,2012,5394.0
FR,BLI,2013,5870.0
FR,BLI,2014,5991.0
FR,BLL,2006,1543.0
FR,BLL,2007,1669.0
FR,BLL,2008,1017.0
FR,BLL,2009,1530.0
FR,BLL,2010,1767.0
FR,BLL,2011,1702.0
FR,BLL,2012,1441.0
FR,BLL,2013,1395.0
FR,BLL,2014,1336.0
FR,BLM,2006,0.0
FR,BLM,2007,0.0
FR,BLM,2008,0.0
FR,BLM,2009,0.0
FR,BLM,2010,0.0
FR,BLM,2011,0.0
FR,BLM,2012,0.0
FR,BLM,2013,0.0
FR,BLM,2014,0.0
FR,BLU,2006,0.0
FR,BLU,2007,0.0
FR,BLU,2008,0.0
FR,BLU,2009,0.0
FR,BLU,2010,0.0
FR,BLU,2011,0.0
FR,BLU,2012,0.0
FR,BLU,2013,3.0
FR,BLU,2014,0.0
FR,BOC,2006,0.0
FR,BOC,2007,0.0
FR,BOC,2008,0.0
FR,BOC,2009,0.0
FR,BOC,2010,0.0
FR,BOC,2011,0.0
FR,BOC,2012,0.0
FR,BOC,2013,0.0
FR,BOC,2014,0.0
FR,BOG,2006,353.0
FR,BOG,2007,426.0
FR,BOG,2008,240.0
FR,BOG,2009,397.0
FR,BOG,2010,156.0
FR,BOG,2011,324.0
FR,BOG,2012,155.0
FR,BOG,2013,120.0
FR,BOG,2014,189.0
FR,BON,2006,145.0
FR,BON,2007,371.0
FR,BON,2008,274.0
FR,BON,2009,139.0
FR,BON,2010,617.0
FR,BON,2011,1019.0
FR,BON,2012,1162.0
FR,BON,2013,734.0
FR,BON,2014,871.0
FR,BOY,2006,0.0
FR,BOY,2007,0.0
FR,BOY,2008,0.0
FR,BOY,2009,3.0
FR,BOY,2010,13.0
FR,BOY,2011,0.0
FR,BOY,2012,0.0
FR,BOY,2013,0.0
FR,BOY,2014,0.0
FR,BRB,2006,10897.0
FR,BRB,2007,13532.0
FR,BRB,2008,6708.0
FR,BRB,2009,12775.0
FR,BRB,2010,12940.0
FR,BRB,2011,11937.0
FR,BRB,2012,7991.0
FR,BRB,2013,8851.0
FR,BRB,2014,9768.0
FR,BRF,2006,769.0
FR,BRF,2007,580.0
FR,BRF,2008,476.0
FR,BRF,2009,516.0
FR,BRF,2010,553.0
FR,BRF,2011,406.0
FR,BRF,2012,305.0
FR,BRF,2013,455.0
FR,BRF,2014,458.0
FR,BSE,2006,0.0
FR,BSE,2007,0.0
FR,BSE,2008,0.0
FR,BSE,2009,0.0
FR,BSE,2010,0.0
FR,BSE,2011,24.0
FR,BSE,2012,16.0
FR,BSE,2013,0.0
FR,BSE,2014,0.0
FR,BSF,2006,7240.0
FR,BSF,2007,7501.0
FR,BSF,2008,7173.0
FR,BSF,2009,9174.0
FR,BSF,2010,5959.0
FR,BSF,2011,6898.0
FR,BSF,2012,5560.0
FR,BSF,2013,6823.0
FR,BSF,2014,6945.0
FR,BSH,2006,419.0
FR,BSH,2007,524.0
FR,BSH,2008,343.0
FR,BSH,2009,368.0
FR,BSH,2010,376.0
FR,BSH,2011,393.0
FR,BSH,2012,458.0
FR,BSH,2013,663.0
FR,BSH,2014,411.0
FR,BSK,2006,3.0
FR,BSK,2007,0.0
FR,BSK,2008,0.0
FR,BSK,2009,18.0
FR,BSK,2010,0.0
FR,BSK,2011,0.0
FR,BSK,2012,0.0
FR,BSK,2013,0.0
FR,BSK,2014,0.0
FR,BSS,2006,16348.0
FR,BSS,2007,15209.0
FR,BSS,2008,9062.0
FR,BSS,2009,15831.0
FR,BSS,2010,17454.0
FR,BSS,2011,15860.0
FR,BSS,2012,14573.0
FR,BSS,2013,16153.0
FR,BSS,2014,12800.0
FR,BUM,2006,0.0
FR,BUM,2007,0.0
FR,BUM,2008,0.0
FR,BUM,2009,0.0
FR,BUM,2010,0.0
FR,BUM,2011,0.0
FR,BUM,2012,4.0
FR,BUM,2013,0.0
FR,BUM,2014,0.0
FR,BZX,2006,0.0
FR,BZX,2007,0.0
FR,BZX,2008,0.0
FR,BZX,2009,0.0
FR,BZX,2010,0.0
FR,BZX,2011,0.0
FR,BZX,2012,0.0
FR,BZX,2013,0.0
FR,BZX,2014,0.0
FR,CAA,2006,62.0
FR,CAA,2007,177.0
FR,CAA,2008,175.0
FR,CAA,2009,18.0
FR,CAA,2010,0.0
FR,CAA,2011,62.0
FR,CAA,2012,10.0
FR,CAA,2013,114.0
FR,CAA,2014,137.0
FR,CAP,2006,0.0
FR,CAP,2007,0.0
FR,CAP,2008,0.0
FR,CAP,2009,0.0
FR,CAP,2010,4.0
FR,CAP,2011,4.0
FR,CAP,2012,3.0
FR,CAP,2013,0.0
FR,CAP,2014,0.0
FR,CAR,2006,0.0
FR,CAR,2007,0.0
FR,CAR,2008,0.0
FR,CAR,2009,153.0
FR,CAR,2010,87.0
FR,CAR,2011,0.0
FR,CAR,2012,0.0
FR,CAR,2013,0.0
FR,CAR,2014,0.0
FR,CBC,2006,0.0
FR,CBC,2007,0.0
FR,CBC,2008,0.0
FR,CBC,2009,0.0
FR,CBC,2010,0.0
FR,CBC,2011,0.0
FR,CBC,2012,1.0
FR,CBC,2013,0.0
FR,CBC,2014,0.0
FR,CEO,2006,0.0
FR,CEO,2007,0.0
FR,CEO,2008,0.0
FR,CEO,2009,0.0
FR,CEO,2010,0.0
FR,CEO,2011,0.0
FR,CEO,2012,0.0
FR,CEO,2013,0.0
FR,CEO,2014,0.0
FR,CEP,2006,103.0
FR,CEP,2007,135.0
FR,CEP,2008,116.0
FR,CEP,2009,0.0
FR,CEP,2010,0.0
FR,CEP,2011,85.0
FR,CEP,2012,80.0
FR,CEP,2013,42.0
FR,CEP,2014,21.0
FR,CET,2006,1674.0
FR,CET,2007,1877.0
FR,CET,2008,1255.0
FR,CET,2009,1519.0
FR,CET,2010,1674.0
FR,CET,2011,2399.0
FR,CET,2012,1796.0
FR,CET,2013,1184.0
FR,CET,2014,2004.0
FR,CFB,2006,7.0
FR,CFB,2007,24.0
FR,CFB,2008,20.0
FR,CFB,2009,344.0
FR,CFB,2010,262.0
FR,CFB,2011,0.0
FR,CFB,2012,2.0
FR,CFB,2013,0.0
FR,CFB,2014,36.0
FR,CGX,2006,0.0
FR,CGX,2007,0.0
FR,CGX,2008,0.0
FR,CGX,2009,0.0
FR,CGX,2010,0.0
FR,CGX,2011,13.0
FR,CGX,2012,1.0
FR,CGX,2013,0.0
FR,CGX,2014,0.0
FR,CIL,2006,0.0
FR,CIL,2007,0.0
FR,CIL,2008,0.0
FR,CIL,2009,12.0
FR,CIL,2010,0.0
FR,CIL,2011,0.0
FR,CIL,2012,0.0
FR,CIL,2013,0.0
FR,CIL,2014,0.0
FR,CLH,2006,0.0
FR,CLH,2007,0.0
FR,CLH,2008,0.0
FR,CLH,2009,442.0
FR,CLH,2010,552.0
FR,CLH,2011,166.0
FR,CLH,2012,95.0
FR,CLH,2013,3.0
FR,CLH,2014,3.0
FR,CLJ,2006,78.0
FR,CLJ,2007,45.0
FR,CLJ,2008,39.0
FR,CLJ,2009,12.0
FR,CLJ,2010,0.0
FR,CLJ,2011,72.0
FR,CLJ,2012,61.0
FR,CLJ,2013,44.0
FR,CLJ,2014,39.0
FR,CLP,2006,0.0
FR,CLP,2007,0.0
FR,CLP,2008,0.0
FR,CLP,2009,0.0
FR,CLP,2010,0.0
FR,CLP,2011,24.0
FR,CLP,2012,0.0
FR,CLP,2013,0.0
FR,CLP,2014,0.0
FR,CLU,2006,0.0
FR,CLU,2007,0.0
FR,CLU,2008,0.0
FR,CLU,2009,0.0
FR,CLU,2010,0.0
FR,CLU,2011,0.0
FR,CLU,2012,0.0
FR,CLU,2013,0.0
FR,CLU,2014,0.0
FR,CLV,2006,3.0
FR,CLV,2007,0.0
FR,CLV,2008,0.0
FR,CLV,2009,0.0
FR,CLV,2010,0.0
FR,CLV,2011,0.0
FR,CLV,2012,0.0
FR,CLV,2013,0.0
FR,CLV,2014,0.0
FR,CLX,2006,46.0
FR,CLX,2007,55.0
FR,CLX,2008,42.0
FR,CLX,2009,0.0
FR,CLX,2010,0.0
FR,CLX,2011,0.0
FR,CLX,2012,0.0
FR,CLX,2013,0.0
FR,CLX,2014,0.0
FR,CMK,2006,0.0
FR,CMK,2007,0.0
FR,CMK,2008,0.0
FR,CMK,2009,0.0
FR,CMK,2010,0.0
FR,CMK,2011,0.0
FR,CMK,2012,0.0
FR,CMK,2013,0.0
FR,CMK,2014,0.0
FR,CMO,2006,0.0
FR,CMO,2007,0.0
FR,CMO,2008,0.0
FR,CMO,2009,0.0
FR,CMO,2010,0.0
FR,CMO,2011,666.0
FR,CMO,2012,787.0
FR,CMO,2013,825.0
FR,CMO,2014,580.0
FR,COC,2006,2059.0
FR,COC,2007,2037.0
FR,COC,2008,2037.0
FR,COC,2009,1733.0
FR,COC,2010,1736.0
FR,COC,2011,2203.0
FR,COC,2012,1170.0
FR,COC,2013,1097.0
FR,COC,2014,684.0
FR,COD,2006,28431.0
FR,COD,2007,27799.0
FR,COD,2008,24726.0
FR,COD,2009,15003.0
FR,COD,2010,16772.0
FR,COD,2011,33585.0
FR,COD,2012,28222.0
FR,COD,2013,42755.0
FR,COD,2014,41471.0
FR,COE,2006,14980.0
FR,COE,2007,16644.0
FR,COE,2008,12564.0
FR,COE,2009,14811.0
FR,COE,2010,14714.0
FR,COE,2011,13812.0
FR,COE,2012,12278.0
FR,COE,2013,13392.0
FR,COE,2014,13069.0
FR,COL,2006,0.0
FR,COL,2007,0.0
FR,COL,2008,0.0
FR,COL,2009,0.0
FR,COL,2010,0.0
FR,COL,2011,27.0
FR,COL,2012,2.0
FR,COL,2013,3.0
FR,COL,2014,0.0
FR,COW,2006,0.0
FR,COW,2007,0.0
FR,COW,2008,0.0
FR,COW,2009,0.0
FR,COW,2010,0.0
FR,COW,2011,0.0
FR,COW,2012,0.0
FR,COW,2013,0.0
FR,COW,2014,0.0
FR,COZ,2006,0.0
FR,COZ,2007,72.0
FR,COZ,2008,72.0
FR,COZ,2009,0.0
FR,COZ,2010,0.0
FR,COZ,2011,0.0
FR,COZ,2012,0.0
FR,COZ,2013,0.0
FR,COZ,2014,0.0
FR,CPR,2006,582.0
FR,CPR,2007,525.0
FR,CPR,2008,452.0
FR,CPR,2009,555.0
FR,CPR,2010,734.0
FR,CPR,2011,706.0
FR,CPR,2012,838.0
FR,CPR,2013,807.0
FR,CPR,2014,994.0
FR,CRA,2006,32.0
FR,CRA,2007,106.0
FR,CRA,2008,101.0
FR,CRA,2009,0.0
FR,CRA,2010,0.0
FR,CRA,2011,294.0
FR,CRA,2012,105.0
FR,CRA,2013,80.0
FR,CRA,2014,159.0
FR,CRE,2006,14724.0
FR,CRE,2007,17365.0
FR,CRE,2008,15527.0
FR,CRE,2009,15930.0
FR,CRE,2010,18094.0
FR,CRE,2011,21154.0
FR,CRE,2012,18658.0
FR,CRE,2013,18077.0
FR,CRE,2014,18644.0
FR,CRG,2006,1016.0
FR,CRG,2007,1209.0
FR,CRG,2008,1209.0
FR,CRG,2009,1190.0
FR,CRG,2010,1171.0
FR,CRG,2011,1070.0
FR,CRG,2012,923.0
FR,CRG,2013,1066.0
FR,CRG,2014,1084.0
FR,CRS,2006,0.0
FR,CRS,2007,0.0
FR,CRS,2008,0.0
FR,CRS,2009,0.0
FR,CRS,2010,0.0
FR,CRS,2011,0.0
FR,CRS,2012,0.0
FR,CRS,2013,0.0
FR,CRS,2014,0.0
FR,CRU,2006,37.0
FR,CRU,2007,32.0
FR,CRU,2008,28.0
FR,CRU,2009,0.0
FR,CRU,2010,0.0
FR,CRU,2011,76.0
FR,CRU,2012,61.0
FR,CRU,2013,66.0
FR,CRU,2014,20.0
FR,CRW,2006,0.0
FR,CRW,2007,0.0
FR,CRW,2008,0.0
FR,CRW,2009,0.0
FR,CRW,2010,0.0
FR,CRW,2011,54.0
FR,CRW,2012,19.0
FR,CRW,2013,0.0
FR,CRW,2014,0.0
FR,CSH,2006,957.0
FR,CSH,2007,932.0
FR,CSH,2008,875.0
FR,CSH,2009,1318.0
FR,CSH,2010,1337.0
FR,CSH,2011,784.0
FR,CSH,2012,865.0
FR,CSH,2013,1243.0
FR,CSH,2014,930.0
FR,CTB,2006,0.0
FR,CTB,2007,0.0
FR,CTB,2008,0.0
FR,CTB,2009,0.0
FR,CTB,2010,0.0
FR,CTB,2011,0.0
FR,CTB,2012,0.0
FR,CTB,2013,3.0
FR,CTB,2014,0.0
FR,CTC,2006,1603.0
FR,CTC,2007,3212.0
FR,CTC,2008,4664.0
FR,CTC,2009,24279.0
FR,CTC,2010,35698.0
FR,CTC,2011,38907.0
FR,CTC,2012,39567.0
FR,CTC,2013,31123.0
FR,CTC,2014,22576.0
FR,CTG,2006,1149.0
FR,CTG,2007,1414.0
FR,CTG,2008,1411.0
FR,CTG,2009,40.0
FR,CTG,2010,24.0
FR,CTG,2011,63.0
FR,CTG,2012,21.0
FR,CTG,2013,31.0
FR,CTG,2014,44.0
FR,CTL,2006,41804.0
FR,CTL,2007,50084.0
FR,CTL,2008,37496.0
FR,CTL,2009,747.0
FR,CTL,2010,267.0
FR,CTL,2011,1472.0
FR,CTL,2012,1259.0
FR,CTL,2013,600.0
FR,CTL,2014,412.0
FR,CTS,2006,0.0
FR,CTS,2007,0.0
FR,CTS,2008,0.0
FR,CTS,2009,0.0
FR,CTS,2010,0.0
FR,CTS,2011,0.0
FR,CTS,2012,0.0
FR,CTS,2013,0.0
FR,CTS,2014,0.0
FR,CTZ,2006,221.0
FR,CTZ,2007,216.0
FR,CTZ,2008,12.0
FR,CTZ,2009,266.0
FR,CTZ,2010,263.0
FR,CTZ,2011,226.0
FR,CTZ,2012,215.0
FR,CTZ,2013,203.0
FR,CTZ,2014,215.0
FR,CUT,2006,0.0
FR,CUT,2007,0.0
FR,CUT,2008,0.0
FR,CUT,2009,0.0
FR,CUT,2010,0.0
FR,CUT,2011,0.0
FR,CUT,2012,0.0
FR,CUT,2013,0.0
FR,CUT,2014,0.0
FR,CYO,2006,699.0
FR,CYO,2007,828.0
FR,CYO,2008,814.0
FR,CYO,2009,1384.0
FR,CYO,2010,360.0
FR,CYO,2011,0.0
FR,CYO,2012,0.0
FR,CYO,2013,0.0
FR,CYO,2014,20.0
FR,CYP,2006,12.0
FR,CYP,2007,8.0
FR,CYP,2008,3.0
FR,CYP,2009,22.0
FR,CYP,2010,10.0
FR,CYP,2011,0.0
FR,CYP,2012,0.0
FR,CYP,2013,0.0
FR,CYP,2014,0.0
FR,DAB,2006,3239.0
FR,DAB,2007,3300.0
FR,DAB,2008,2827.0
FR,DAB,2009,3356.0
FR,DAB,2010,3607.0
FR,DAB,2011,3444.0
FR,DAB,2012,3122.0
FR,DAB,2013,2899.0
FR,DAB,2014,1646.0
FR,DCA,2006,0.0
FR,DCA,2007,3.0
FR,DCA,2008,3.0
FR,DCA,2009,36.0
FR,DCA,2010,6.0
FR,DCA,2011,0.0
FR,DCA,2012,0.0
FR,DCA,2013,0.0
FR,DCA,2014,0.0
FR,DCP,2006,0.0
FR,DCP,2007,0.0
FR,DCP,2008,0.0
FR,DCP,2009,118.0
FR,DCP,2010,304.0
FR,DCP,2011,897.0
FR,DCP,2012,325.0
FR,DCP,2013,24.0
FR,DCP,2014,0.0
FR,DCX,2006,0.0
FR,DCX,2007,0.0
FR,DCX,2008,0.0
FR,DCX,2009,0.0
FR,DCX,2010,0.0
FR,DCX,2011,0.0
FR,DCX,2012,0.0
FR,DCX,2013,0.0
FR,DCX,2014,0.0
FR,DEC,2006,0.0
FR,DEC,2007,0.0
FR,DEC,2008,0.0
FR,DEC,2009,6.0
FR,DEC,2010,0.0
FR,DEC,2011,11.0
FR,DEC,2012,0.0
FR,DEC,2013,1.0
FR,DEC,2014,0.0
FR,DGH,2006,0.0
FR,DGH,2007,0.0
FR,DGH,2008,0.0
FR,DGH,2009,0.0
FR,DGH,2010,0.0
FR,DGH,2011,113.0
FR,DGH,2012,119.0
FR,DGH,2013,44.0
FR,DGH,2014,12.0
FR,DGS,2006,2683.0
FR,DGS,2007,2100.0
FR,DGS,2008,1857.0
FR,DGS,2009,1533.0
FR,DGS,2010,875.0
FR,DGS,2011,221.0
FR,DGS,2012,56.0
FR,DGS,2013,41.0
FR,DGS,2014,66.0
FR,DGX,2006,1952.0
FR,DGX,2007,2144.0
FR,DGX,2008,2023.0
FR,DGX,2009,215.0
FR,DGX,2010,145.0
FR,DGX,2011,92.0
FR,DGX,2012,13.0
FR,DGX,2013,8.0
FR,DGX,2014,5.0
FR,DOL,2006,0.0
FR,DOL,2007,0.0
FR,DOL,2008,0.0
FR,DOL,2009,0.0
FR,DOL,2010,0.0
FR,DOL,2011,3.0
FR,DOL,2012,22.0
FR,DOL,2013,3.0
FR,DOL,2014,0.0
FR,DON,2006,0.0
FR,DON,2007,0.0
FR,DON,2008,0.0
FR,DON,2009,360.0
FR,DON,2010,0.0
FR,DON,2011,0.0
FR,DON,2012,8.0
FR,DON,2013,0.0
FR,DON,2014,0.0
FR,DOR,2006,0.0
